projectId	bugNumer	date	login	assignmentType	eventId	commitSHA
460078	702	2012-01-06T07:03:45.000Z	igorminar	1	7558432	cd9a7b9608707c34bec2316ee8c789a617d22a7b	
8514	4441	2012-01-13T20:40:34.000Z	spastorino	1	7901792	29fdd8c7779ec2ba74cfb742e8fcef47bfae6c09	
8514	4461	2012-01-14T06:14:10.000Z	jasonnoble	1	7977105	04a05e58995b3c7c2949fbbd31a2cb669b8edc87	
8514	950	2012-01-16T21:14:34.000Z	jonleighton	1	8000103	a2dab46cae35a06fd5c5500037177492a047c252	
8514	4591	2012-01-21T23:20:45.000Z	jviney	1	8265435	1d9357df3b30a3aa5a2418b0fe68aeacbb111500	
8514	4602	2012-01-22T14:45:18.000Z	josevalim	1	8281772	1f9d6a0bf1307eb45d676b88dcdde87355b5b90d	
8514	4585	2012-01-24T01:14:30.000Z	tenderlove	1	8354606	8d26f875f70beef3062deb5ded9c5ffcd473d5ac	
8514	4671	2012-01-26T10:50:46.000Z	fxn	1	8498750	f251437415f7b803f7a84118fcc970a111ace266	
8514	4710	2012-01-26T19:19:49.000Z	atambo	1	8527101	7598284c0bd9de93d9bfec4607a64953be1e30f8	
8514	4710	2012-01-26T19:41:58.000Z	josevalim	1	8534881	5dab9bd2cdf4a97ecfacde39a038ea7a2c682f1b	
8514	4764	2012-01-30T18:37:51.000Z	vijaydev	1	8692996	cc88fcfe39afa45679150ffb3f516a5936b41b97	
8514	4764	2012-01-30T18:48:26.000Z	spastorino	1	8695987	7cdb12286639b38db2eb1e9fd0c8b2e6bc3b39dc	
8514	4750	2012-01-30T21:47:42.000Z	fxn	1	8720999	de161003c36a0cd967aa393e7706b12055770174	
8514	4848	2012-02-02T11:23:07.000Z	carlosantoniodasilva	1	8872375	3d1095563c7d6f3e32bddbf9008607d921061e58	
8514	4796	2012-02-03T16:47:47.000Z	sikachu	1	8965274	3def1c8edb9062a5ca473bf32f0967daab951654	
8514	4883	2012-02-05T11:31:02.000Z	kennyj	1	9014928	9abdabf18588068ef979499dbfd4a8d436a45dd5	
8514	3864	2012-02-05T16:07:49.000Z	kennyj	1	9056712	837231a8295be63aa3dcbf867b457b2a7aa27386	
8514	736	2012-02-07T02:01:42.000Z	scottwb	1	9092839	3b203f7cb6c54963f74d1ab4237bf7403cc3bf8f	
8514	4919	2012-02-07T12:50:23.000Z	rafaelfranca	1	9115028	e41425a8ead1b28fc07c6a6549a403c69e103abd	
8514	4837	2012-02-07T23:23:18.000Z	jonleighton	1	9160459	75ffd8701d04d943eddcafee08e19b90bce8936c	
